id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,attributes,_page_url,search_term
009CsPJbWNQB6Tlo_DlI-g,bake-n-bacon-philadelphia,Bake’n Bacon,https://s3-media2.fl.yelpcdn.com/bphoto/5xS43FEp6ZdaVldQbWSTzg/o.jpg,False,https://www.yelp.com/biz/bake-n-bacon-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,28,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.8,"{'latitude': 39.9358064, 'longitude': -75.1620511}",[],,"{'address1': '1148 S 11th St', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19147', 'country': 'US', 'state': 'PA', 'display_address': ['1148 S 11th St', 'Philadelphia, PA 19147']}",+12672220084,(267) 222-0084,2145.6923029472728,"{'business_temp_closed': None, 'menu_url': 'https://bakenbacon.com/menu', 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
qjGS_7iaQDpbVhS6W8qkHQ,the-sweet-life-bakeshop-philadelphia-3,The Sweet Life Bakeshop,https://s3-media2.fl.yelpcdn.com/bphoto/JTqMJSneG6siw76iif2yqg/o.jpg,False,https://www.yelp.com/biz/the-sweet-life-bakeshop-philadelphia-3?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,382,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.8,"{'latitude': 39.942203, 'longitude': -75.155223}","['delivery', 'pickup']",$$,"{'address1': '740 South St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19147', 'country': 'US', 'state': 'PA', 'display_address': ['740 South St', 'Philadelphia, PA 19147']}",+12157177770,(215) 717-7770,1874.4384613840107,"{'business_temp_closed': None, 'menu_url': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
ZhEFPPLta5dBxUKnyqMF3Q,frannie-nicks-philadelphia,Frannie Nicks,https://s3-media1.fl.yelpcdn.com/bphoto/Lcy-xQBpVyaPtwVrlrIMIA/o.jpg,False,https://www.yelp.com/biz/frannie-nicks-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,45,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.1,"{'latitude': 39.938948238435, 'longitude': -75.1564078778028}","['delivery', 'pickup']",,"{'address1': '824 S 8th St', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19147', 'country': 'US', 'state': 'PA', 'display_address': ['824 S 8th St', 'Philadelphia, PA 19147']}",+12159233495,(215) 923-3495,2076.4240658828658,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
U9efDzDZg1eYw3WxZ_upeg,the-wiz-café-philadelphia,The Wiz Café,https://s3-media3.fl.yelpcdn.com/bphoto/QzYZiJO9M1viksiXcUHCAw/o.jpg,False,https://www.yelp.com/biz/the-wiz-caf%C3%A9-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,15,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.1,"{'latitude': 40.0088579164198, 'longitude': -75.15646471501049}",['delivery'],,"{'address1': '3622 N 17th St', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19140', 'country': 'US', 'state': 'PA', 'display_address': ['3622 N 17th St', 'Philadelphia, PA 19140']}",+12679307999,(267) 930-7999,6251.575728328911,"{'business_temp_closed': None, 'menu_url': 'https://thewizcafe.com/menu/', 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
99zoELPcbwRBUqiPoaPqiQ,bold-coffee-bar-philadelphia,Bold Coffee Bar,https://s3-media2.fl.yelpcdn.com/bphoto/JtP3Mp8Qr7IReynMWAKEtg/o.jpg,False,https://www.yelp.com/biz/bold-coffee-bar-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,46,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.8,"{'latitude': 39.96998, 'longitude': -75.16392}",['delivery'],,"{'address1': '1623 Ridge Ave', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19130', 'country': 'US', 'state': 'PA', 'display_address': ['1623 Ridge Ave', 'Philadelphia, PA 19130']}",+12673198689,(267) 319-8689,1904.3001337000085,"{'business_temp_closed': None, 'menu_url': 'https://www.boldcoffeebar.com/s/order', 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
Ho7MAihXJ44BZIY4q_YxbQ,plant-and-people-philadelphia,Plant and People,https://s3-media2.fl.yelpcdn.com/bphoto/-4ruJlfqEA8Y25Z9SDi_aw/o.jpg,False,https://www.yelp.com/biz/plant-and-people-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,7,"[{'alias': 'gardening', 'title': 'Nurseries & Gardening'}, {'alias': 'vitaminssupplements', 'title': 'Vitamins & Supplements'}, {'alias': 'giftshops', 'title': 'Gift Shops'}]",4.7,"{'latitude': 39.975322, 'longitude': -75.226322}",[],,"{'address1': '1431 N 52nd St', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19131', 'country': 'US', 'state': 'PA', 'display_address': ['1431 N 52nd St', 'Philadelphia, PA 19131']}",+18007911845,(800) 791-1845,5273.043957975563,"{'business_temp_closed': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
u3Krpt7IdsJ26jj83uwNBQ,rock-n-rolls-philadelphia-6,Rock N' Rolls ,https://s3-media1.fl.yelpcdn.com/bphoto/j_x2C24PgL94PaRCyJBgkw/o.jpg,False,https://www.yelp.com/biz/rock-n-rolls-philadelphia-6?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,36,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'catering', 'title': 'Caterers'}]",3.9,"{'latitude': 39.97076338610096, 'longitude': -75.15774874111037}","['delivery', 'pickup']",$,"{'address1': '1308 W Girard Ave', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19123', 'country': 'US', 'state': 'PA', 'display_address': ['1308 W Girard Ave', 'Philadelphia, PA 19123']}",+16108096338,(610) 809-6338,2209.159737344046,"{'business_temp_closed': None, 'menu_url': 'https://www.rocknrolls.online/menu', 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
sEA4rp2JGOR7YE_SuoJSGQ,ma-lessies-chicken-and-waffles-philadelphia,Ma Lessie's Chicken and Waffles,https://s3-media2.fl.yelpcdn.com/bphoto/4MATBF9eyvMUsj5AW96YoQ/o.jpg,False,https://www.yelp.com/biz/ma-lessies-chicken-and-waffles-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,81,"[{'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",3.8,"{'latitude': 39.9535983, 'longitude': -75.1593829}",['delivery'],$$,"{'address1': '51 N 12th St', 'address2': '', 'address3': 'Reading Terminal', 'city': 'Philadelphia', 'zip_code': '19107', 'country': 'US', 'state': 'PA', 'display_address': ['51 N 12th St', 'Reading Terminal', 'Philadelphia, PA 19107']}",,,1007.7800619762501,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
z-BMYKp2XjdNdUArwj2BPw,loomen-labs-philadelphia,Loomen Labs,https://s3-media2.fl.yelpcdn.com/bphoto/aL3UoIPbk0SApsiCup-eDA/o.jpg,False,https://www.yelp.com/biz/loomen-labs-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,19,"[{'alias': 'candlestores', 'title': 'Candle Stores'}]",3.5,"{'latitude': 39.94124192583372, 'longitude': -75.15096947852028}",[],$$,"{'address1': '620 S 5th St', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19147', 'country': 'US', 'state': 'PA', 'display_address': ['620 S 5th St', 'Philadelphia, PA 19147']}",+12679181409,(267) 918-1409,2218.0027122258452,"{'business_temp_closed': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
4zK5zmIqQxeDgetjoRmkrQ,brotherly-grub-philadelphia,Brotherly Grub,https://s3-media1.fl.yelpcdn.com/bphoto/z035QNx4yftAzwT4tXDFjQ/o.jpg,False,https://www.yelp.com/biz/brotherly-grub-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,31,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'themedcafes', 'title': 'Themed Cafes'}]",4.0,"{'latitude': 40.0594208, 'longitude': -75.1901852}","['delivery', 'pickup']",$,"{'address1': '7135 Germantown Ave', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19119', 'country': 'US', 'state': 'PA', 'display_address': ['7135 Germantown Ave', 'Philadelphia, PA 19119']}",+12673202675,(267) 320-2675,11856.623294945073,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
Rp_LGy0VoOQV4y8ZH3cUig,bbs-brunch-philadelphia,BB's Brunch,https://s3-media2.fl.yelpcdn.com/bphoto/eGsCltu4LoMQd3uCA1KDDQ/o.jpg,False,https://www.yelp.com/biz/bbs-brunch-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,18,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.4,"{'latitude': 40.0808833, 'longitude': -75.1724258}",[],,"{'address1': '1605 E Wadsworth Ave', 'address2': None, 'address3': '', 'city': 'Philadelphia', 'zip_code': '19150', 'country': 'US', 'state': 'PA', 'display_address': ['1605 E Wadsworth Ave', 'Philadelphia, PA 19150']}",+12156932080,(215) 693-2080,14125.504978070903,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
RNfrmZUNPMrAavqSEOhcDA,soul-by-the-sea-philadelphia,Soul By The Sea,https://s3-media1.fl.yelpcdn.com/bphoto/VGOkZQR3rUvSEfpwFa5FOw/o.jpg,False,https://www.yelp.com/biz/soul-by-the-sea-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,8,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",3.5,"{'latitude': 39.96271, 'longitude': -75.23263}","['delivery', 'pickup']",,"{'address1': '5601 Arch St', 'address2': '', 'address3': None, 'city': 'Philadelphia', 'zip_code': '19139', 'country': 'US', 'state': 'PA', 'display_address': ['5601 Arch St', 'Philadelphia, PA 19139']}",+12674032047,(267) 403-2047,5330.539620652327,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
OX1eFYQwN1iYdFd0fkNpqw,imunch-cafe-philadelphia,iMunch Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/eTGTr0L9VxDKn7lX4LT_PA/o.jpg,False,https://www.yelp.com/biz/imunch-cafe-philadelphia?adjust_creative=M6Y2TxQZyXsUJdRhXjDBCw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=M6Y2TxQZyXsUJdRhXjDBCw,174,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.3,"{'latitude': 39.97592, 'longitude': -75.18627}","['delivery', 'pickup']",$,"{'address1': '1233 N 31st St', 'address2': '', 'address3': '', 'city': 'Philadelphia', 'zip_code': '19121', 'country': 'US', 'state': 'PA', 'display_address': ['1233 N 31st St', 'Philadelphia, PA 19121']}",+12152368624,(215) 236-8624,2778.8861524488343,"{'business_temp_closed': None, 'menu_url': 'http://imunchcafe.com/about_us/menu-4/menu-4-2/', 'open24_hours': None, 'waitlist_reservation': None}",https://api.yelp.com/v3/businesses/search?&term=Black+owned&location=Philadelphia%2C+PA&sort=distance&limit=50&offset=0,Black owned
